type,title,cast,country,rating,listed_in,combination
Movie,toy story 2,tom hanks  tim allen  joan cusack,united states,g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy tom hanks  tim allen  joan cusack united states"
Movie,toy story 3,tom hanks  tim allen  joan cusack,united states,g,"animation, comedy, drama","Movie g animation, comedy, drama tom hanks  tim allen  joan cusack united states"
Movie,toy story toons: hawaiian vacation,tom hanks  tim allen  joan cusack,united states,g,"animation, comedy, family","Movie g animation, comedy, family tom hanks  tim allen  joan cusack united states"
Movie,toy story toons: partysaurus rex,tom hanks  tim allen  wallace shawn,united states,g,"animation, comedy, family","Movie g animation, comedy, family tom hanks  tim allen  wallace shawn united states"
Movie,toy story toons: small fry,tom hanks  tim allen  john ratzenberger,united states,g,"animation, family, kids","Movie g animation, family, kids tom hanks  tim allen  john ratzenberger united states"
Movie,trail of the panda,zhong yu  zhang qi  daichi harashima,china,g,"action-adventure, animals & nature, family","Movie g action-adventure, animals & nature, family zhong yu  zhang qi  daichi harashima china"
Movie,trailer horn,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,treasure island,bobby driscoll  robert newton  basil sydney,"united kingdom, united states",pg,"action-adventure, family","Movie pg action-adventure, family bobby driscoll  robert newton  basil sydney united kingdom, united states"
Movie,treasure of matecumbe,robert foxworth  joan hackett  peter ustinov,united states,g,"action-adventure, family, mystery","Movie g action-adventure, family, mystery robert foxworth  joan hackett  peter ustinov united states"
Movie,treasure planet,joseph gordon-levitt  brian murray  emma thompson,united states,pg,"action-adventure, animation, family","Movie pg action-adventure, animation, family joseph gordon-levitt  brian murray  emma thompson united states"
Movie,tree climbing lions,alexander braczkowski,unknown,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family alexander braczkowski unknown"
Movie,tron,jeff bridges  bruce boxleitner  david warner,united states,pg,"action-adventure, family, science fiction","Movie pg action-adventure, family, science fiction jeff bridges  bruce boxleitner  david warner united states"
Movie,tru confessions,shia labeouf  clara bryant  william mcguire,"united states, canada",tv-g,"coming of age, drama","Movie tv-g coming of age, drama shia labeouf  clara bryant  william mcguire united states, canada"
Movie,tuck everlasting,alexis bledel  ben kingsley  sissy spacek,united states,pg,"coming of age, drama, fantasy","Movie pg coming of age, drama, fantasy alexis bledel  ben kingsley  sissy spacek united states"
Movie,tugboat mickey,walt disney  clarence nash  pinto colvig,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family walt disney  clarence nash  pinto colvig united states"
Movie,twas the night,bryan cranston  josh zuckerman  jefferson mappin,united states,tv-g,"comedy, crime, fantasy","Movie tv-g comedy, crime, fantasy bryan cranston  josh zuckerman  jefferson mappin united states"
Movie,twitches,tia mowry  tamera mowry  kristen wilson,united states,tv-pg,"comedy, fantasy","Movie tv-pg comedy, fantasy tia mowry  tamera mowry  kristen wilson united states"
Movie,twitches too,tia mowry  tamera mowry  kristen wilson,united states,tv-pg,"comedy, fantasy","Movie tv-pg comedy, fantasy tia mowry  tamera mowry  kristen wilson united states"
Movie,unidentified flying oddball,dennis dugan  jim dale  ron moody,united states,g,"action-adventure, comedy, family","Movie g action-adventure, comedy, family dennis dugan  jim dale  ron moody united states"
Movie,up,ed asner  christopher plummer  jordan nagai,united states,pg,"action-adventure, animation, buddy","Movie pg action-adventure, animation, buddy ed asner  christopher plummer  jordan nagai united states"
Movie,"up, up and away",robert townsend  michael pagan  alex datcher,"canada, united states",tv-g,"comedy, coming of age, fantasy","Movie tv-g comedy, coming of age, fantasy robert townsend  michael pagan  alex datcher canada, united states"
Movie,valiant,ewan mcgregor  ricky gervais  tim curry,"united kingdom, united states",g,"action-adventure, animation, comedy","Movie g action-adventure, animation, comedy ewan mcgregor  ricky gervais  tim curry united kingdom, united states"
Movie,waking sleeping beauty,don hahn  ron clements  roy disney,united states,pg,documentary,Movie pg documentary don hahn  ron clements  roy disney united states
Movie,wall-e,ben burtt  elissa knight  jeff garlin,united states,g,"action-adventure, animation, family","Movie g action-adventure, animation, family ben burtt  elissa knight  jeff garlin united states"
Movie,wendy wu: homecoming warrior,brenda song  shin koyamada  susan chuang,united states,tv-pg,"action-adventure, coming of age, fantasy","Movie tv-pg action-adventure, coming of age, fantasy brenda song  shin koyamada  susan chuang united states"
Movie,whispers: an elephant's tale,angela bassett  joanna lumley  anne archer,united states,g,"action-adventure, animals & nature, family","Movie g action-adventure, animals & nature, family angela bassett  joanna lumley  anne archer united states"
Movie,white fang,klaus brandauer  ethan hawke  seymour cassel,united states,pg,"action-adventure, animals & nature, drama","Movie pg action-adventure, animals & nature, drama klaus brandauer  ethan hawke  seymour cassel united states"
Movie,who framed roger rabbit,bob hoskins  christopher lloyd  stubby kaye,united states,pg,"action-adventure, animation, comedy","Movie pg action-adventure, animation, comedy bob hoskins  christopher lloyd  stubby kaye united states"
Movie,willow,val kilmer  joanne whalley  warwick davis,united states,pg,"action-adventure, family, fantasy","Movie pg action-adventure, family, fantasy val kilmer  joanne whalley  warwick davis united states"
Movie,winged seduction: birds of paradise,josh goodman,united states,tv-pg,"action-adventure, animals & nature, documentary","Movie tv-pg action-adventure, animals & nature, documentary josh goodman united states"
Movie,winnie the pooh,john cleese  jim cummings  bud luckey,united states,g,"animation, comedy, family","Movie g animation, comedy, family john cleese  jim cummings  bud luckey united states"
Movie,winnie the pooh: a very merry pooh year,jim cummings  peter cullen  john fiedler,united states,g,"animation, kids","Movie g animation, kids jim cummings  peter cullen  john fiedler united states"
Movie,winnie the pooh: springtime with roo,jim cummings  ken sansom  jimmy bennett,united states,g,"animation, kids, musical","Movie g animation, kids, musical jim cummings  ken sansom  jimmy bennett united states"
Movie,winter storage,unknown,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family unknown united states"
Movie,wizards of waverly place: the movie,selena gomez  david henrie  jake t. austin,united states,tv-g,"action-adventure, comedy, coming of age","Movie tv-g action-adventure, comedy, coming of age selena gomez  david henrie  jake t. austin united states"
Movie,world's greatest dogs,mike secher,united states,tv-pg,"animals & nature, documentary, family","Movie tv-pg animals & nature, documentary, family mike secher united states"
Movie,wreck-it ralph,john reilly  sarah silverman  jack mcbrayer,united states,pg,"action-adventure, animation, comedy","Movie pg action-adventure, animation, comedy john reilly  sarah silverman  jack mcbrayer united states"
Movie,ye olden days,unknown,united states,tv-y7,"animation, comedy, family","Movie tv-y7 animation, comedy, family unknown united states"
Movie,yellowstone cubs,rex allen,united states,tv-pg,"animals & nature, comedy, family","Movie tv-pg animals & nature, comedy, family rex allen united states"
Movie,you lucky dog,kirk cameron  chelsea noble  john de lancie,united states,tv-g,"comedy, fantasy","Movie tv-g comedy, fantasy kirk cameron  chelsea noble  john de lancie united states"
Movie,you wish!,a.j. trauth  spencer breslin  lalaine ,"new zealand, united states",tv-g,"coming of age, drama, fantasy","Movie tv-g coming of age, drama, fantasy a.j. trauth  spencer breslin  lalaine  new zealand, united states"
Movie,your friend the rat,patton oswalt  peter sohn  lou romano,united states,tv-g,"animation, comedy, family","Movie tv-g animation, comedy, family patton oswalt  peter sohn  lou romano united states"
Movie,z-o-m-b-i-e-s,milo manheim  meg donnelly  trevor tordjman,united states,tv-g,"coming of age, musical, science fiction","Movie tv-g coming of age, musical, science fiction milo manheim  meg donnelly  trevor tordjman united states"
Movie,zapped,zendaya   chanelle peloso  spencer boldman,"canada, united states",tv-g,"comedy, coming of age, science fiction","Movie tv-g comedy, coming of age, science fiction zendaya   chanelle peloso  spencer boldman canada, united states"
Movie,zenon: girl of the 21st century,kirsten storms  raven-symoné   stuart pankin,united states,tv-g,"comedy, coming of age, science fiction","Movie tv-g comedy, coming of age, science fiction kirsten storms  raven-symoné   stuart pankin united states"
Movie,zenon: the zequel,kirsten storms  lauren maltby  phillip rhys,"united states, new zealand",tv-g,"comedy, science fiction","Movie tv-g comedy, science fiction kirsten storms  lauren maltby  phillip rhys united states, new zealand"
Movie,zenon: z3,kirsten storms  lauren maltby  alyson morgan,united states,tv-g,"comedy, coming of age, science fiction","Movie tv-g comedy, coming of age, science fiction kirsten storms  lauren maltby  alyson morgan united states"
Movie,zootopia,ginnifer goodwin  jason bateman  idris elba,united states,pg,"animation, comedy, family","Movie pg animation, comedy, family ginnifer goodwin  jason bateman  idris elba united states"
Movie,bedknobs and broomsticks,angela lansbury  david tomlinson  roddy mcdowall,united states,g,"comedy, family, fantasy","Movie g comedy, family, fantasy angela lansbury  david tomlinson  roddy mcdowall united states"
